theta,R,Dstar,size,members
-2.483,0.655,0.361,1,A050307
-2.482,0.004,0.003,1,A047839
-2.482,0.039,0.029,1,A024974
-2.481,0.004,0.003,1,A007401
-2.48,0.006,0.005,1,A049068
-2.48,0.563,0.296,1,A039465
-2.479,0.003,0.002,1,A000037
-2.479,0.02,0.017,1,A046064
-2.479,0.164,0.144,1,A046295
-2.478,0.003,0.002,1,A028392
-2.478,0.898,0.444,1,A048106
-2.477,0.004,0.004,1,A051144
-2.475,0.05,0.043,1,A048260
-2.471,0.192,0.16,1,A051046
-2.468,0.027,0.027,1,A007603
-2.468,0.105,0.07,1,A059469
-2.468,0.564,0.35,1,A047895
-2.467,0.024,0.045,1,A039285
-2.465,0.007,0.008,1,A037000
-2.464,0.004,0.003,1,A030124
-2.463,0.006,0.003,1,A008320
-2.462,0.016,0.03,1,A057903
-2.461,0.166,0.148,1,A043703
-2.46,0.064,0.081,1,A050426
-2.46,0.162,0.181,1,A020391
-2.459,0.037,0.059,1,A024612
-2.459,0.067,0.054,1,A025332
-2.454,0.001,0.001,1,A055123
-2.454,0.134,0.1,1,A023712
-2.453,0.086,0.058,1,A046438
-2.453,0.104,0.062,1,A048687
-2.453,0.237,0.147,1,A023736
-2.451,0.997,0.606,1,A051186
-2.45,0.042,0.036,1,A055768
-2.449,0.002,0.003,1,A031980
-2.449,0.229,0.2,1,A055172
-2.446,0.047,0.082,1,A037982
-2.446,0.063,0.059,1,A048128
-2.445,0.893,0.508,1,A051142
-2.442,0.081,0.079,1,A047822
-2.442,0.162,0.135,1,A029774
-2.441,0.165,0.134,1,A037389
-2.44,0.115,0.085,1,A043813
-2.44,0.749,0.375,1,A045670
-2.439,0.032,0.028,1,A025051
-2.438,0.005,0.004,1,A052485
-2.437,0.019,0.019,1,A050805
-2.432,0.008,0.144,1,A039297
-2.432,0.073,0.057,1,A043778
-2.432,0.087,0.115,1,A039234
-2.431,0.358,0.209,1,A030589
-2.429,0.025,0.02,1,A058826
-2.429,0.051,0.051,1,A046507
-2.428,0.564,0.355,1,A031356
-2.425,0.073,0.061,1,A045007
-2.424,0.017,0.016,1,A057891
-2.424,0.437,0.229,1,A007292
-2.423,0.071,0.066,1,A005870
-2.423,0.12,0.195,1,A031610
-2.422,0.02,0.017,1,A007304
-2.42,0.018,0.013,1,A043940
-2.418,0.018,0.013,1,A043160
-2.416,0.53,0.335,1,A031355
-2.415,0.022,0.018,1,A023042
-2.415,0.68,0.329,1,A030166
-2.414,0.507,0.337,1,A043332
-2.413,0.012,0.01,1,A014132
-2.413,0.015,0.014,1,A007692
-2.409,0.007,0.007,1,A036349
-2.408,0.061,0.067,1,A044954
-2.402,0.021,0.018,1,A024411
-2.402,0.149,0.129,1,A003078
-2.401,0.126,0.106,1,A050261
-2.4,0.0,0.0,1,A055122
-2.4,0.004,0.004,1,A022555
-2.4,0.024,0.075,1,A051066
-2.399,0.011,0.01,1,A057714
-2.399,0.024,0.017,1,A054281
-2.399,0.127,0.101,1,A007765
-2.399,0.992,0.603,1,A051792
-2.399,0.996,0.615,1,A055870
-2.398,0.732,0.37,1,A055567
-2.394,0.131,0.14,1,A032906
-2.388,0.016,0.055,1,A038367
-2.386,0.017,0.014,1,A013919
-2.386,0.964,0.564,1,A056887
-2.385,0.008,0.007,1,A007599
-2.385,0.038,0.09,1,A043421
-2.384,0.001,0.002,1,A048845
-2.384,0.973,0.564,1,A058506
-2.382,0.017,0.015,1,A024508
-2.382,0.314,0.251,1,A039541
-2.381,0.079,0.069,1,A003346
-2.379,0.0,0.0,1,A055052
-2.379,0.143,0.1,1,A023556
-2.379,0.897,0.514,1,A039803
-2.378,0.009,0.009,1,A049195
-2.378,0.016,0.012,1,A001239
-2.375,0.998,0.62,1,A004172
-2.372,0.298,0.231,1,A045010
-2.371,0.657,0.323,1,A026858
-2.371,0.848,0.553,1,A036066
-2.37,0.86,0.473,1,A003784
-2.369,0.022,0.02,1,A052243
-2.369,0.843,0.459,1,A052341
-2.369,0.853,0.486,1,A057794
-2.368,0.812,0.5,1,A009254
-2.366,0.186,0.133,1,A023703
-2.364,0.165,0.169,1,A031796
-2.363,0.013,0.012,1,A028983
-2.363,0.81,0.429,1,A057526
-2.362,0.011,0.01,1,A030626
-2.362,0.487,0.344,1,A013595
-2.361,0.027,0.043,1,A039044
-2.359,0.259,0.132,1,A036473
-2.359,0.647,0.324,1,A002129
-2.357,0.029,0.025,2,A014847|A048618
-2.357,0.053,0.046,1,A005360
-2.356,0.011,0.25,1,A039703
-2.354,0.0,0.002,1,A048844
-2.353,0.003,0.008,1,A044545
-2.351,0.019,0.026,1,A004752
-2.351,0.108,0.097,1,A044924
-2.351,0.204,0.134,1,A045050
-2.35,0.019,0.017,1,A044008
-2.35,0.042,0.119,1,A034282
-2.348,0.015,0.015,1,A056653
-2.346,0.262,0.136,1,A036471
-2.346,0.424,0.244,1,A039424
-2.345,0.036,0.028,1,A046954
-2.345,0.114,0.086,1,A057441
-2.345,0.395,0.333,1,A031352
-2.344,0.01,0.009,1,A053030
-2.343,0.006,0.007,1,A022155
-2.342,0.01,0.009,1,A024619
-2.341,0.053,0.179,1,A021335
-2.34,0.074,0.182,1,A039459
-2.34,0.485,0.373,1,A036459
-2.339,0.088,0.092,1,A050828
-2.339,0.099,0.079,1,A025333
-2.339,0.286,0.154,1,A051785
-2.335,0.011,0.009,1,A048839
-2.335,0.694,0.388,1,A005812
-2.334,0.054,0.054,1,A048284
-2.333,0.16,0.159,1,A050697
-2.332,0.706,0.357,1,A053223
-2.331,0.062,0.051,1,A007634
-2.33,0.021,0.018,1,A005114
-2.329,0.028,0.029,1,A002503
-2.329,0.046,0.047,1,A056818
-2.328,0.028,0.029,1,A058008
-2.324,0.044,0.069,1,A045679
-2.323,0.002,0.002,1,A055121
-2.323,0.302,0.166,1,A002330
-2.322,0.006,0.005,1,A034683
-2.322,0.011,0.01,1,A055597
-2.319,0.024,0.024,1,A031944
-2.319,0.21,0.112,1,A022290
-2.319,0.254,0.137,1,A036472
-2.316,0.02,0.017,1,A050931
-2.316,0.038,0.036,1,A028805
-2.316,0.139,0.192,1,A043690
-2.315,0.476,0.31,1,A057226
-2.314,0.381,0.315,1,A056528
-2.314,0.499,0.272,1,A007005
-2.314,0.822,0.513,1,A002892
-2.313,0.348,0.192,1,A059571
-2.312,0.026,0.021,1,A008917
-2.312,0.033,0.025,1,A006832
-2.311,0.05,0.048,1,A048867
-2.31,0.022,0.062,1,A028802
-2.31,0.379,0.333,1,A056226
-2.309,0.068,0.054,1,A036541
-2.308,0.095,0.333,1,A054078
-2.308,0.165,0.369,1,A030095
-2.306,0.0,0.001,1,A020899
-2.306,0.019,0.026,1,A025397
-2.305,0.013,0.011,1,A045752
-2.305,0.067,0.048,1,A047704
-2.305,0.754,0.497,1,A036106
-2.304,0.016,0.014,2,A033949|A056996
-2.304,0.025,0.019,1,A047718
-2.303,0.014,0.011,1,A051518
-2.301,0.015,0.013,1,A015732
-2.301,0.19,0.122,1,A044981
-2.301,0.678,0.434,1,A058062
-2.3,0.534,0.329,1,A043555
-2.297,0.101,0.106,1,A045176
-2.297,0.12,0.07,1,A001746
-2.297,0.128,0.114,1,A046294
-2.295,0.019,0.016,1,A005277
-2.293,0.07,0.063,1,A053076
-2.293,0.616,0.342,1,A056796
-2.292,0.003,0.005,1,A034096
-2.292,0.082,0.1,1,A050202
-2.292,0.32,0.2,1,A039389
-2.291,0.057,0.042,1,A030723
-2.291,0.467,0.256,1,A039390
-2.29,0.02,0.019,1,A009129
-2.288,0.018,0.015,1,A024556
-2.288,0.15,0.179,1,A021312
-2.287,0.031,0.027,1,A047985
-2.286,0.016,0.014,2,A035502|A035503
-2.286,0.158,0.108,1,A047724
-2.285,0.104,0.073,1,A023832
-2.284,0.006,0.005,1,A056127
-2.284,0.033,0.028,1,A058980
-2.281,0.031,0.027,1,A036457
-2.28,0.019,0.018,1,A046316
-2.279,0.017,0.016,1,A030230
-2.279,0.02,0.017,1,A023883
-2.278,0.071,0.06,1,A025311
-2.278,0.099,0.063,1,A003366
-2.277,0.023,0.02,1,A023679
-2.277,0.123,0.094,1,A048621
-2.272,0.002,0.002,1,A042944
-2.272,0.123,0.103,1,A032698
-2.271,0.018,0.015,1,A005381
-2.271,0.16,0.092,1,A054237
-2.27,0.02,0.017,1,A046953
-2.27,0.021,0.019,1,A031425
-2.269,0.177,0.134,1,A031600
-2.268,0.017,0.015,1,A054996
-2.268,0.824,0.519,1,A002924
-2.267,0.021,0.018,1,A039772
-2.267,0.03,0.025,1,A038510
-2.267,0.787,0.499,1,A043460
-2.266,0.015,0.013,2,A014076|A047845
-2.266,0.016,0.015,1,A009003
-2.266,0.054,0.082,1,A028757
-2.265,0.009,0.008,1,A034020
-2.265,0.014,0.013,1,A054011
-2.265,0.077,0.062,1,A007621
-2.265,0.106,0.111,1,A031652
-2.264,0.078,0.066,1,A003345
-2.261,0.07,0.06,1,A025293
-2.26,0.017,0.015,1,A039689
-2.26,0.023,0.019,1,A038509
-2.26,0.136,0.105,1,A024628
-2.257,0.012,0.013,1,A029704
-2.257,0.015,0.013,1,A014092
-2.256,0.006,0.018,1,A004749
-2.256,0.016,0.014,1,A050941
-2.256,0.019,0.016,1,A053795
-2.256,0.122,0.097,1,A025334
-2.255,0.015,0.013,2,A007921|A053726
-2.255,0.039,0.051,1,A037443
-2.252,0.042,0.177,1,A031644
-2.251,0.007,0.006,1,A018252
-2.251,0.395,0.2,1,A045093
-2.251,0.74,0.365,1,A000974
-2.25,0.254,0.162,1,A043490
-2.248,0.87,0.498,1,A056016
-2.247,0.007,0.009,1,A039500
-2.247,0.106,0.077,1,A037977
-2.247,0.328,0.182,1,A021296
-2.246,0.016,0.014,1,A050435
-2.246,0.025,0.033,1,A025398
-2.246,0.11,0.093,1,A031800
-2.246,0.824,0.429,1,A048272
-2.245,0.106,0.093,1,A050939
-2.244,0.069,0.053,1,A023818
-2.243,0.013,0.011,1,A000469
-2.243,0.016,0.014,1,A022550
-2.241,0.007,0.006,1,A002808
-2.24,0.011,0.01,1,A007369
-2.24,0.034,0.03,1,A047779
-2.239,0.007,0.006,1,A050505
-2.239,0.259,0.207,1,A020433
-2.238,0.013,0.012,1,A009188
-2.238,0.017,0.018,1,A058763
-2.236,0.012,0.01,1,A022544
-2.236,0.309,0.253,1,A039444
-2.235,0.0,0.0,1,A045412
-2.235,0.016,0.014,1,A038162
-2.235,0.023,0.021,1,A059324
-2.235,0.067,0.168,1,A045095
-2.235,0.076,0.06,1,A046389
-2.235,0.083,0.069,2,A025289|A025307
-2.234,0.013,0.011,1,A050942
-2.234,0.068,0.053,1,A023817
-2.233,0.068,0.053,1,A023816
-2.232,0.014,0.012,1,A000419
-2.232,0.076,0.088,1,A057836
-2.232,0.12,0.08,1,A009012
-2.231,0.011,0.01,1,A007617
-2.23,0.023,0.025,1,A014659
-2.23,0.025,0.022,1,A056825
-2.23,0.025,0.028,1,A025303
-2.23,0.047,0.039,1,A000977
-2.229,0.809,0.48,1,A047875
-2.228,0.02,0.038,1,A055054
-2.226,0.064,0.047,1,A056173
-2.225,0.042,0.043,1,A053178
-2.225,0.062,0.048,1,A023833
-2.224,0.015,0.013,1,A046712
-2.224,0.195,0.164,1,A039481
-2.223,0.041,0.032,1,A055390
-2.221,0.008,0.009,1,A055197
-2.22,0.029,0.024,1,A046340
-2.22,0.07,0.078,1,A045030
-2.219,0.04,0.035,1,A052195
-2.219,0.067,0.125,1,A031815
-2.215,0.04,0.033,1,A038512
-2.214,0.01,0.01,1,A035496
-2.213,0.01,0.008,1,A020491
-2.213,0.024,0.021,1,A025044
-2.213,0.939,0.58,2,A010106|A030121
-2.212,0.035,0.03,1,A038511
-2.212,0.043,0.133,1,A039311
-2.212,0.046,0.037,1,A025313
-2.212,0.077,0.062,1,A035480
-2.212,0.968,0.606,1,A007262
-2.211,0.007,0.007,1,A049197
-2.211,0.038,0.1,1,A024613
-2.211,0.101,0.076,1,A048273
-2.21,0.023,0.02,1,A048995
-2.209,0.023,0.02,1,A007624
-2.209,0.026,0.022,1,A054520
-2.209,0.044,0.037,1,A008367
-2.209,0.071,0.057,1,A023681
-2.208,0.061,0.048,1,A023830
-2.208,0.238,0.131,1,A008537
-2.207,0.064,0.055,1,A033992
-2.206,0.018,0.017,1,A039769
-2.205,0.014,0.012,1,A053180
-2.204,0.016,0.104,1,A053243
-2.202,0.061,0.048,2,A023829|A023831
-2.201,0.007,0.078,1,A049509
-2.201,0.016,0.015,1,A050384
-2.201,0.02,0.017,1,A020757
-2.201,0.586,0.289,1,A047710
-2.201,0.81,0.446,1,A002611
-2.2,0.066,0.054,1,A023680
-2.199,0.038,0.033,1,A025294
-2.198,0.026,0.022,1,A014134
-2.198,0.061,0.048,1,A023827
-2.198,0.21,0.178,1,A054036
-2.198,0.977,0.605,1,A010104
-2.197,0.031,0.026,1,A025583
-2.197,0.055,0.207,1,A021867
-2.197,0.076,0.217,1,A031657
-2.196,0.871,0.542,1,A039763
-2.195,0.11,0.089,1,A048379
-2.193,0.059,0.048,1,A023852
-2.193,0.176,0.135,1,A038461
-2.193,0.207,0.134,1,A011536
-2.192,0.02,0.018,1,A058080
-2.192,0.06,0.049,1,A023828
-2.192,0.064,0.051,1,A023993
-2.192,0.468,0.277,1,A049819
-2.191,0.009,0.008,1,A018825
-2.191,0.015,0.016,1,A054023
-2.191,0.291,0.333,1,A054868
-2.19,0.257,0.268,1,A039615
-2.189,0.015,0.017,1,A045942
-2.189,0.017,0.015,1,A014613
-2.189,0.032,0.027,1,A046306
-2.189,0.06,0.049,1,A055656
-2.189,0.146,0.117,1,A025354
-2.188,0.107,0.112,1,A054035
-2.187,0.05,0.056,1,A054632
-2.186,0.041,0.037,1,A038513
-2.186,0.061,0.083,1,A048957
-2.185,0.06,0.049,1,A023826
-2.184,0.008,0.007,1,A003601
-2.184,0.065,0.091,1,A039571
-2.183,0.037,0.03,1,A046308
-2.181,0.203,0.17,1,A053558
-2.179,0.063,0.052,1,A023978
-2.179,0.494,0.333,1,A047885
-2.178,0.002,0.01,1,A023049
-2.177,0.056,0.034,1,A053747
-2.177,0.101,0.075,1,A050270
-2.176,0.056,0.05,1,A058323
-2.176,0.062,0.05,1,A023979
-2.176,0.105,0.069,1,A033095
-2.176,0.23,0.151,1,A031636
-2.175,0.756,0.402,1,A051951
-2.174,0.033,0.029,1,A051283
-2.174,0.063,0.052,1,A023991
-2.174,0.081,0.066,1,A003344
-2.172,0.028,0.026,1,A051773
-2.172,0.115,0.286,1,A021408
-2.171,0.067,0.056,1,A053621
-2.169,0.004,0.004,1,A025020
-2.169,0.067,0.054,1,A003328
-2.167,0.06,0.049,1,A023984
-2.163,0.0,0.0,1,A055120
-2.162,0.062,0.051,1,A023820
-2.161,0.008,0.013,1,A049094
-2.161,0.099,0.323,1,A037864
-2.161,0.109,0.127,1,A045191
-2.16,0.204,0.163,1,A030619
-2.159,0.06,0.05,1,A023981
-2.159,0.061,0.051,1,A023821
-2.159,0.092,0.155,1,A031637
-2.158,0.09,0.146,1,A037396
-2.157,0.031,0.028,1,A033942
-2.157,0.061,0.051,2,A023823|A023824
-2.156,0.008,0.007,1,A046839
-2.156,0.038,0.031,1,A046304
-2.155,0.041,0.036,1,A046317
-2.154,0.028,0.025,1,A054504
-2.154,0.059,0.048,1,A023843
-2.154,0.06,0.05,1,A023980
-2.154,0.072,0.059,1,A003340
-2.152,0.004,0.005,1,A039733
-2.152,0.015,0.042,1,A052474
-2.152,0.059,0.049,1,A023982
-2.152,0.061,0.051,1,A046307
-2.151,0.007,0.006,1,A003624
-2.151,0.023,0.02,1,A009023
-2.15,0.059,0.048,1,A023844
-2.15,0.059,0.049,1,A023842
-2.15,0.064,0.052,1,A046309
-2.15,0.072,0.058,1,A023695
-2.15,0.08,0.089,1,A058938
-2.149,0.052,0.043,1,A025528
-2.149,0.061,0.051,1,A023822
-2.149,0.163,0.259,1,A039398
-2.148,0.024,0.024,1,A052026
-2.147,0.026,0.024,1,A055465
-2.147,0.052,0.094,1,A025348
-2.147,0.059,0.049,1,A023846
-2.147,0.061,0.051,1,A023825
-2.147,0.064,0.053,1,A034973
-2.147,0.069,0.057,1,A030530
-2.147,0.102,0.082,1,A023687
-2.146,0.049,0.041,1,A035250
-2.146,0.059,0.049,1,A023839
-2.146,0.158,0.117,1,A031833
-2.145,0.059,0.049,1,A023838
-2.145,0.728,0.402,1,A006942
-2.144,0.062,0.05,1,A048865
-2.144,0.119,0.113,1,A031783
-2.143,0.001,0.0,1,A055119
-2.143,0.059,0.049,1,A023992
-2.142,0.001,0.005,1,A036436
-2.142,0.041,0.038,1,A033987
-2.142,0.046,0.04,1,A048945
-2.141,0.046,0.039,1,A023041
-2.141,0.054,0.046,1,A023854
-2.141,0.058,0.049,1,A023845
-2.141,0.061,0.051,1,A023819
-2.14,0.058,0.049,1,A023837
-2.14,0.063,0.05,1,A036234
-2.139,0.058,0.049,1,A023840
-2.138,0.0,0.0,1,A026179
-2.138,0.042,0.034,1,A046305
-2.138,0.057,0.133,1,A037998
-2.137,0.041,0.034,1,A046312
-2.137,0.044,0.037,1,A056171
-2.136,0.049,0.042,1,A023987
-2.136,0.067,0.055,1,A046386
-2.135,0.001,0.003,1,A007845
-2.135,0.017,0.031,1,A057717
-2.135,0.021,0.02,1,A057950
-2.135,0.026,0.155,1,A039446
-2.134,0.074,0.163,1,A051491
-2.134,0.456,0.315,1,A043534
-2.133,0.058,0.049,1,A023841
-2.132,0.062,0.05,1,A033270
-2.132,0.369,0.295,1,A031853
-2.131,0.011,0.044,1,A026231
-2.13,0.06,0.11,1,A020426
-2.129,0.033,0.026,1,A007640
-2.128,0.714,0.389,1,A002300
-2.127,0.041,0.036,1,A052197
-2.127,0.054,0.045,1,A057949
-2.127,0.057,0.048,1,A023836
-2.125,0.673,0.38,1,A043479
-2.124,0.031,0.028,1,A048978
-2.124,0.063,0.047,1,A043872
-2.124,0.074,0.061,1,A025296
-2.124,0.076,0.062,1,A025315
-2.123,0.039,0.033,1,A046310
-2.123,0.067,0.055,1,A047784
-2.122,0.061,0.052,1,A023190
-2.122,0.099,0.079,1,A023685
-2.121,0.055,0.047,1,A023849
-2.121,0.056,0.049,1,A023835
-2.121,0.169,0.112,1,A043708
-2.12,0.055,0.046,1,A023853
-2.12,0.229,0.153,1,A050422
-2.119,0.048,0.043,1,A023990
-2.118,0.044,0.031,1,A007958
-2.118,0.154,0.121,1,A025335
-2.117,0.055,0.047,1,A023848
-2.117,0.983,0.647,1,A022676
-2.116,0.076,0.053,1,A034286
-2.115,0.014,0.013,1,A004435
-2.115,0.046,0.039,1,A009177
-2.114,0.041,0.035,1,A046314
-2.114,0.056,0.046,1,A046318
-2.114,0.772,0.454,1,A007427
-2.113,0.048,0.04,1,A000720
-2.113,0.055,0.047,1,A023851
-2.112,0.055,0.047,1,A023850
-2.111,0.011,0.042,1,A050127
-2.111,0.053,0.042,1,A032352
-2.111,0.055,0.047,1,A023847
-2.111,0.057,0.049,1,A023983
-2.11,0.008,0.007,1,A004439
-2.11,0.055,0.047,1,A023985
-2.11,0.082,0.068,1,A025316
-2.109,0.064,0.055,1,A025548
-2.108,0.019,0.019,1,A005278
-2.108,0.056,0.049,1,A023834
-2.108,0.061,0.052,1,A023193
-2.107,0.047,0.039,1,A055460
-2.107,0.064,0.051,1,A052198
-2.107,0.996,0.651,1,A027555
-2.106,0.048,0.039,1,A038801
-2.106,0.098,0.101,1,A023691
-2.105,0.032,0.031,1,A007638
-2.105,0.073,0.102,1,A032746
-2.105,0.094,0.078,1,A056172
-2.105,0.164,0.127,1,A003997
-2.104,0.005,0.004,1,A048964
-2.104,0.363,0.26,1,A039547
-2.104,0.964,0.625,1,A050395
-2.103,0.101,0.082,1,A047785
-2.102,0.048,0.04,1,A046313
-2.102,0.411,0.296,1,A049846
-2.101,0.008,0.039,1,A025505
-2.101,0.024,0.023,1,A014614
-2.101,0.052,0.043,2,A020891|A020892
-2.101,0.068,0.056,1,A058032
-2.1,0.065,0.055,1,A054729
-2.097,0.047,0.039,1,A046311
-2.097,0.048,0.039,2,A020887|A020888
-2.097,0.182,0.128,1,A047725
-2.096,0.08,0.087,1,A034783
-2.095,0.101,0.081,1,A047783
-2.095,0.118,0.099,1,A023684
-2.094,0.021,0.017,1,A038815
-2.094,0.024,0.02,1,A038814
-2.094,0.027,0.023,1,A038813
-2.094,0.042,0.037,1,A005243
-2.094,0.055,0.045,1,A056155
-2.094,0.055,0.064,1,A032744
-2.094,0.062,0.333,1,A011960
-2.094,0.25,0.333,2,A006464|A007400
-2.094,0.998,0.662,1,A009116
-2.093,0.019,0.016,1,A038816
-2.092,0.016,0.013,1,A038818
-2.092,0.018,0.014,1,A038817
-2.092,0.022,0.02,1,A025043
-2.092,0.032,0.026,1,A038812
-2.092,0.043,0.035,1,A024357
-2.092,0.117,0.104,1,A047825
-2.091,0.015,0.012,1,A038819
-2.09,0.009,0.009,1,A050936
-2.09,0.013,0.01,1,A038821
-2.09,0.014,0.011,1,A038820
-2.09,0.082,0.081,1,A045019
-2.09,0.229,0.176,1,A024890
-2.089,0.05,0.041,1,A020884
-2.089,0.054,0.044,2,A050500|A050501
-2.089,0.371,0.246,1,A045208
-2.088,0.013,0.011,1,A051774
-2.088,0.038,0.032,1,A028505
-2.088,0.046,0.038,1,A024355
-2.088,0.064,0.085,1,A053078
-2.088,0.41,0.33,1,A002964
-2.087,0.055,0.047,1,A024408
-2.086,0.102,0.086,1,A036458
-2.086,0.111,0.096,1,A003354
-2.085,0.027,0.096,1,A031493
-2.085,0.07,0.057,1,A013629
-2.085,0.89,0.557,1,A055347
-2.084,0.042,0.039,1,A005244
-2.084,0.069,0.059,1,A008508
-2.084,0.07,0.057,1,A002410
-2.084,0.191,0.118,1,A022910
-2.079,0.014,0.013,1,A053181
-2.079,0.613,0.411,1,A045164
-2.078,0.224,0.161,1,A043787
-2.078,0.251,0.15,1,A043777
-2.077,0.099,0.082,1,A025295
-2.077,0.817,0.494,1,A052298
-2.076,0.08,0.067,1,A053340
-2.076,0.11,0.091,1,A025532
-2.075,0.001,0.002,1,A049199
-2.075,0.053,0.043,1,A050499
-2.075,0.058,0.049,1,A009000
-2.075,0.1,0.082,1,A025314
-2.073,0.061,0.072,1,A023040
-2.073,0.327,0.213,1,A037904
-2.071,0.017,0.015,1,A054020
-2.071,0.067,0.055,1,A046320
-2.071,0.074,0.057,1,A055679
-2.07,0.068,0.054,1,A003327
-2.07,0.157,0.123,1,A009041
-2.07,0.174,0.138,1,A025336
-2.069,0.012,0.014,1,A046339
-2.069,0.083,0.065,1,A051889
-2.069,0.945,0.576,1,A051422
-2.068,0.106,0.088,1,A050434
-2.067,0.035,0.051,1,A033629
-2.067,0.144,0.116,1,A001245
-2.067,0.647,0.362,1,A001050
-2.066,0.244,0.2,1,A016037
-2.066,0.751,0.501,1,A031286
-2.065,0.062,0.051,1,A046321
-2.065,0.145,0.138,1,A013652
-2.064,0.152,0.151,1,A031074
-2.063,0.016,0.013,1,A050796
-2.063,0.081,0.066,1,A002505
-2.059,0.0,0.005,1,A007844
-2.059,0.213,0.196,1,A054037
-2.058,0.087,0.077,1,A025287
-2.058,0.088,0.075,1,A003294
-2.058,0.641,0.442,1,A013596
-2.057,0.018,0.019,1,A051611
-2.057,0.237,0.24,1,A056849
-2.056,0.926,0.586,1,A039910
-2.054,0.04,0.035,1,A024410
-2.054,0.996,0.664,1,A038071
-2.053,0.071,0.059,1,A046323
-2.052,0.062,0.053,1,A046319
-2.052,0.071,0.058,1,A046322
-2.051,0.197,0.148,1,A031608
-2.05,0.087,0.077,1,A025305
-2.049,0.671,0.447,1,A016380
-2.047,0.154,0.243,1,A049004
-2.047,0.922,0.574,1,A006803
-2.046,0.047,0.034,1,A029596
-2.046,0.752,0.425,1,A010371
-2.045,0.0,0.001,1,A053850
-2.044,0.069,0.111,1,A030091
-2.044,0.079,0.064,1,A024417
-2.044,0.103,0.08,1,A031960
-2.044,0.436,0.298,1,A037809
-2.042,0.251,0.198,1,A020415
-2.042,0.668,0.435,1,A036212
-2.041,0.042,0.05,1,A037973
-2.041,0.112,0.091,2,A025300|A025319
-2.039,0.046,0.173,5,A043573|A043745|A043752|A043760|A043733
-2.039,0.692,0.465,1,A037968
-2.038,0.035,0.033,1,A048943
-2.038,0.186,0.148,1,A047745
-2.033,0.012,0.027,1,A052242
-2.033,0.02,0.02,1,A045751
-2.032,0.015,0.056,1,A002154
-2.032,0.045,0.038,1,A047717
-2.032,0.089,0.073,1,A003342
-2.032,0.3,0.254,1,A039486
-2.03,0.014,0.024,1,A025285
-2.03,0.099,0.082,1,A053077
-2.03,0.116,0.091,1,A036330
-2.03,0.123,0.102,1,A023108
-2.029,0.008,0.006,1,A045564
-2.029,0.009,0.011,1,A024975
-2.029,0.023,0.127,1,A045243
-2.029,0.129,0.104,1,A013590
-2.028,0.08,0.074,1,A004788
-2.027,0.012,0.011,1,A055464
-2.027,0.025,0.102,1,A010443
-2.027,0.399,0.261,1,A031839
-2.026,0.041,0.052,1,A050829
-2.026,0.084,0.072,1,A003343
-2.025,0.141,0.109,1,A046390
-2.024,0.007,0.006,1,A045524
-2.024,0.024,0.023,1,A007636
-2.023,0.121,0.099,1,A025299
-2.021,0.031,0.03,1,A023682
-2.021,0.678,0.418,1,A025513
-2.02,0.012,0.011,2,A005279|A010814
-2.02,0.06,0.048,1,A001745
-2.02,0.121,0.099,1,A025318
-2.018,0.019,0.044,1,A004753
-2.018,0.12,0.098,1,A025317
-2.018,0.13,0.105,2,A025301|A025320
-2.016,0.025,0.023,1,A055741
-2.016,0.098,0.071,1,A039112
-2.016,0.295,0.18,1,A044830
-2.015,0.026,0.023,1,A009388
-2.014,0.001,0.001,1,A055118
-2.013,0.231,0.176,1,A003998
-2.012,0.226,0.15,1,A031984
-2.011,0.003,0.003,1,A000398
-2.011,0.016,0.014,1,A022556
-2.009,0.356,0.333,1,A044948
-2.008,0.029,0.028,1,A006285
-2.008,0.047,0.046,1,A037037
-2.007,0.112,0.092,1,A046387
-2.006,0.169,0.136,1,A047827
-2.005,0.024,0.042,1,A034260
-2.005,0.233,0.171,1,A019585
-2.004,0.008,0.046,1,A013948
-2.003,0.417,0.251,1,A039391
-2.002,0.143,0.119,1,A033993
-1.999,0.043,0.042,1,A035120
-1.995,0.126,0.207,1,A039361
-1.995,0.147,0.117,1,A025406
-1.993,0.041,0.051,1,A006286
-1.99,0.022,0.021,1,A049514
-1.99,0.032,0.138,1,A055718
-1.989,0.914,0.581,1,A055288
-1.988,0.051,0.08,1,A031832
-1.988,0.239,0.179,1,A039665
-1.987,0.063,0.072,1,A014156
-1.986,0.073,0.066,1,A020439
-1.984,0.199,0.237,1,A031516
-1.983,0.048,0.101,1,A053397
-1.982,0.011,0.043,1,A026226
-1.982,0.033,0.034,1,A032583
-1.982,0.202,0.19,1,A031463
-1.981,0.229,0.191,1,A037383
-1.978,0.02,0.032,1,A043323
-1.978,0.063,0.06,1,A030634
-1.978,0.179,0.124,1,A020367
-1.977,0.115,0.092,1,A009004
-1.975,0.318,0.19,1,A032658
-1.974,0.089,0.07,1,A032584
-1.974,0.839,0.554,1,A009215
-1.971,0.117,0.136,1,A043729
-1.971,0.136,0.12,1,A025297
-1.971,0.371,0.29,1,A039466
-1.971,0.542,0.317,1,A039428
-1.97,0.144,0.121,1,A035701
-1.969,0.192,0.151,1,A025337
-1.968,0.105,0.11,1,A048136
-1.967,0.062,0.058,1,A050436
-1.966,0.144,0.128,1,A003355
-1.966,0.261,0.333,1,A051657
-1.965,0.078,0.058,1,A001161
-1.964,0.011,0.011,2,A014661|A055466
-1.964,0.102,0.077,1,A046108
